"stage_name","stage_date","stage_length","stage_rank_name","stage_rank_rider","stage_rank_team","stage_rank_points","stage_rank_time"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","63","ACKERMANN Pascal","UAE Team Emirates","","28:46"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","64","LEYSEN Senne","Alpecin-Deceuninck","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","65","TOUMIRE Hugo","Cofidis","","28:48"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","66","TONELLI Alessandro","Green Project-Bardiani CSF-Faizanè","","30:13"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","67","MULUBRHAN Henok","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","68","GAVAZZI Francesco","EOLO-Kometa","","30:46"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","69","MAESTRI Mirco","EOLO-Kometa","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","70","BIDARD François","Cofidis","","30:54"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","71","SEVILLA Diego Pablo","EOLO-Kometa","","30:58"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","72","KONYCHEV Alexander","Team Corratec - Selle Italia","","31:31"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","73","BETTIOL Alberto","EF Education-EasyPost","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","74","ALBANESE Vincenzo","EOLO-Kometa","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","75","BOUET Maxime","Team Arkéa Samsic","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","76","CHAMPION Thomas","Cofidis","","31:46"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","77","BAIS Davide","EOLO-Kometa","","32:01"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","78","KIRSCH Alex","Trek - Segafredo","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","79","WILLIAMS Stephen","Israel - Premier Tech","","32:17"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","80","BARTA Will","Movistar Team","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","81","SBARAGLI Kristian","Alpecin-Deceuninck","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","82","GUERNALEC Thibault","Team Arkéa Samsic","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","83","DELETTRE Alexandre","Cofidis","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","84","MAYRHOFER Marius","Team DSM","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","85","BERWICK Sebastian","Israel - Premier Tech","","32:27"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","86","STEWART Campbell","Team Jayco AlUla","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","87","HOOLE Daan","Trek - Segafredo","","32:40"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","88","REX Laurenz","Intermarché - Circus - Wanty","","32:47"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","89","MOLLEMA Bauke","Trek - Segafredo","","32:56"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","90","BENEDETTI Cesare","BORA - hansgrohe","","33:17"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","91","MOLARD Rudy","Groupama - FDJ","","33:46"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","92","IACCHI Alessandro","Team Corratec - Selle Italia","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","93","LASTRA Jonathan","Cofidis","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","94","PÖSTLBERGER Lukas","Team Jayco AlUla","","33:50"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","95","DENZ Nico","BORA - hansgrohe","","34:00"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","96","GLOAG Thomas","Jumbo-Visma","","34:02"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","97","VERGAERDE Otto","Trek - Segafredo","","34:30"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","98","STOJNIĆ Veljko","Team Corratec - Selle Italia","","34:53"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","99","MARIT Arne","Intermarché - Circus - Wanty","","37:25"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","100","LIENHARD Fabian","Groupama - FDJ","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","101","STEWART Jake","Groupama - FDJ","","37:47"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","102","QUARTERMAN Charlie","Team Corratec - Selle Italia","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","103","RIOU Alan","Team Arkéa Samsic","","38:02"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","104","KRIEGER Alexander","Alpecin-Deceuninck","","38:52"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","105","KONOVALOVAS Ignatas","Groupama - FDJ","","40:11"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","106","MOSCON Gianni","Astana Qazaqstan Team","","41:00"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","107","SCARONI Christian","Astana Qazaqstan Team","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","108","CAVENDISH Mark","Astana Qazaqstan Team","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","109","FIORELLI Filippo","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","110","MARCELLUSI Martin","Green Project-Bardiani CSF-Faizanè","","41:16"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","111","AFFINI Edoardo","Jumbo-Visma","","41:18"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","112","MÄRKL Niklas","Team DSM","","41:52"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","113","MAGLI Filippo","Green Project-Bardiani CSF-Faizanè","","42:03"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","114","KANTER Max","Movistar Team","","42:08"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","115","CEPEDA Jefferson Alexander","EF Education-EasyPost","","42:17"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","116","PASQUALON Andrea","Bahrain - Victorious","","43:20"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","117","MILAN Jonathan","Bahrain - Victorious","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","118","SÜTTERLIN Jasha","Bahrain - Victorious","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","119","ARASHIRO Yukiya","Bahrain - Victorious","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","120","HVIDEBERG Jonas Iversby","Team DSM","","43:32"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","121","GAVIRIA Fernando","Movistar Team","","44:09"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","122","CONSONNI Simone","Cofidis","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","123","TORRES Albert","Movistar Team","",",,"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","124","DALLA VALLE Nicolas","Team Corratec - Selle Italia","","44:49"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","125","DAINESE Alberto","Team DSM","","44:56"
"Stage 19 | Longarone - Tre Cime di Lavaredo","26/05","(183k)","DNS","CARTHY Hugh","EF Education-EasyPost","","-"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","1","ROGLIČ Primož","Jumbo-Visma","80","0:44:23"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","2","THOMAS Geraint","INEOS Grenadiers","50","0:40"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","3","ALMEIDA João","UAE Team Emirates","35","0:42"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","4","CARUSO Damiano","Bahrain - Victorious","25","0:55"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","5","PINOT Thibaut","Groupama - FDJ","18","0:59"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","6","KUSS Sepp","Jumbo-Visma","15","1:05"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","7","MCNULTY Brandon","UAE Team Emirates","12","1:07"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","8","ARENSMAN Thymen","INEOS Grenadiers","10","1:18"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","9","LEKNESSUND Andreas","Team DSM","8","1:49"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","10","VINE Jay","UAE Team Emirates","6","1:53"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","11","RICCITELLO Matthew","Israel - Premier Tech","5","1:56"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","12","DE PLUS Laurens","INEOS Grenadiers","4","2:04"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","13","VAN WILDER Ilan","Soudal - Quick Step","3","2:05"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","14","KÄMNA Lennard","BORA - hansgrohe","2","2:18"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","15","PARET-PEINTRE Aurélien","AG2R Citroën Team","1","2:34"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","16","ZANA Filippo","Team Jayco AlUla","","2:42"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","17","BUITRAGO Santiago","Bahrain - Victorious","","2:44"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","18","ARMIRAIL Bruno","Groupama - FDJ","","2:48"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","19","DUNBAR Eddie","Team Jayco AlUla","","3:03"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","20","BOUWMAN Koen","Jumbo-Visma","","3:27"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","21","RUBIO Einer Augusto","Movistar Team","","3:29"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","22","ULISSI Diego","UAE Team Emirates","","3:47"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","23","CHAMPION Thomas","Cofidis","","3:53"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","24","DOMBROWSKI Joe","Astana Qazaqstan Team","","3:55"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","25","HAIG Jack","Bahrain - Victorious","","4:00"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","26","HEALY Ben","EF Education-EasyPost","","4:02"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","27","PRODHOMME Nicolas","AG2R Citroën Team","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","28","BARGUIL Warren","Team Arkéa Samsic","","4:07"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","29","MATTHEWS Michael","Team Jayco AlUla","","4:11"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","30","GUERNALEC Thibault","Team Arkéa Samsic","","4:12"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","31","GEE Derek","Israel - Premier Tech","","4:16"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","32","FORMOLO Davide","UAE Team Emirates","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","33","PRONSKIY Vadim","Astana Qazaqstan Team","","4:17"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","34","BARTA Will","Movistar Team","","4:24"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","35","GLOAG Thomas","Jumbo-Visma","","4:25"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","36","PARET-PEINTRE Valentin","AG2R Citroën Team","","4:28"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","37","FRIGO Marco","Israel - Premier Tech","","4:36"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","38","FORTUNATO Lorenzo","EOLO-Kometa","","4:39"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","39","DENNIS Rohan","Jumbo-Visma","","5:01"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","40","SCARONI Christian","Astana Qazaqstan Team","","5:09"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","41","TONELLI Alessandro","Green Project-Bardiani CSF-Faizanè","","5:25"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","42","BERWICK Sebastian","Israel - Premier Tech","","5:51"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","43","HUYS Laurens","Intermarché - Circus - Wanty","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","44","WILLIAMS Stephen","Israel - Premier Tech","","5:53"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","45","BAIS Mattia","EOLO-Kometa","","5:58"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","46","OOMEN Sam","Jumbo-Visma","","6:00"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","47","SKUJIŅŠ Toms","Trek - Segafredo","","6:04"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","48","GIBBONS Ryan","UAE Team Emirates","","6:07"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","49","KIRSCH Alex","Trek - Segafredo","","6:10"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","50","FIORELLI Filippo","Green Project-Bardiani CSF-Faizanè","","6:12"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","51","VELASCO Simone","Astana Qazaqstan Team","","6:13"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","52","SÜTTERLIN Jasha","Bahrain - Victorious","","6:15"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","53","STEWART Jake","Groupama - FDJ","","6:18"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","54","KONRAD Patrick","BORA - hansgrohe","","6:20"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","55","ZAMBANINI Edoardo","Bahrain - Victorious","","6:24"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","56","LEYSEN Senne","Alpecin-Deceuninck","","6:27"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","57","PASQUALON Andrea","Bahrain - Victorious","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","58","ALBANESE Vincenzo","EOLO-Kometa","","6:38"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","59","SERRY Pieter","Soudal - Quick Step","","6:46"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","60","JUNGELS Bob","BORA - hansgrohe","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","61","VACEK Karel","Team Corratec - Selle Italia","","7:07"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","62","DELETTRE Alexandre","Cofidis","","7:18"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","63","BETTIOL Alberto","EF Education-EasyPost","","7:22"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","64","PALZER Anton","BORA - hansgrohe","","7:23"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","65","GABBURO Davide","Green Project-Bardiani CSF-Faizanè","","7:25"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","66","GAVAZZI Francesco","EOLO-Kometa","","7:27"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","67","CEPEDA Jefferson Alexander","EF Education-EasyPost","","7:43"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","68","SWIFT Ben","INEOS Grenadiers","","7:45"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","69","WARBASSE Larry","AG2R Citroën Team","","7:47"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","70","RIOU Alan","Team Arkéa Samsic","","7:55"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","71","SÁNCHEZ Luis León","Astana Qazaqstan Team","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","72","AFFINI Edoardo","Jumbo-Visma","","8:06"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","73","REX Laurenz","Intermarché - Circus - Wanty","","8:07"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","74","MULUBRHAN Henok","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","75","VERONA Carlos","Movistar Team","","8:14"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","76","DE MARCHI Alessandro","Team Jayco AlUla","","8:30"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","77","BAUDIN Alex","AG2R Citroën Team","","8:31"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","78","QUARTERMAN Charlie","Team Corratec - Selle Italia","","8:40"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","79","BAIS Davide","EOLO-Kometa","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","80","MAESTRI Mirco","EOLO-Kometa","","8:42"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","81","KONOVALOVAS Ignatas","Groupama - FDJ","","8:44"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","82","CORT Magnus","EF Education-EasyPost","","8:45"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","83","MAYRHOFER Marius","Team DSM","","8:52"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","84","PUCCIO Salvatore","INEOS Grenadiers","","8:53"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","85","SEVILLA Diego Pablo","EOLO-Kometa","","8:54"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","86","ROTA Lorenzo","Intermarché - Circus - Wanty","","9:04"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","87","MOLARD Rudy","Groupama - FDJ","","9:16"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","88","KONYCHEV Alexander","Team Corratec - Selle Italia","","9:21"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","89","MOSCON Gianni","Astana Qazaqstan Team","","9:28"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","90","RIES Michel","Team Arkéa Samsic","","9:30"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","91","BIDARD François","Cofidis","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","92","STOJNIĆ Veljko","Team Corratec - Selle Italia","","9:31"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","93","MOLLEMA Bauke","Trek - Segafredo","","9:38"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","94","SBARAGLI Kristian","Alpecin-Deceuninck","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","95","IACCHI Alessandro","Team Corratec - Selle Italia","","9:42"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","96","HEPBURN Michael","Team Jayco AlUla","","9:43"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","97","HESSMANN Michel","Jumbo-Visma","","9:48"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","98","TORRES Albert","Movistar Team","","9:49"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","99","MAGLI Filippo","Green Project-Bardiani CSF-Faizanè","","9:54"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","100","MARIT Arne","Intermarché - Circus - Wanty","","9:56"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","101","KRIEGER Alexander","Alpecin-Deceuninck","","10:02"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","102","OLDANI Stefano","Alpecin-Deceuninck","","10:08"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","103","BOUET Maxime","Team Arkéa Samsic","","10:09"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","104","HOOLE Daan","Trek - Segafredo","","10:12"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","105","STEWART Campbell","Team Jayco AlUla","","10:15"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","106","DENZ Nico","BORA - hansgrohe","","10:22"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","107","PÖSTLBERGER Lukas","Team Jayco AlUla","","10:33"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","108","MÄRKL Niklas","Team DSM","","10:35"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","109","LIENHARD Fabian","Groupama - FDJ","","10:39"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","110","ACKERMANN Pascal","UAE Team Emirates","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","111","DALLA VALLE Nicolas","Team Corratec - Selle Italia","","10:40"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","112","DAINESE Alberto","Team DSM","","10:42"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","113","MARCELLUSI Martin","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","114","TOUMIRE Hugo","Cofidis","","10:44"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","115","ROJAS José Joaquín","Movistar Team","","10:54"
"Stage 20 (ITT) | Tarvisio - Monte Lussari","27/05","(18.6k)","116","ARASHIRO Yukiya","Bahrain - Victorious","","10:55"
